title,titleSlug,difficulty,acRate,paidOnly,status,topicTags,url
Prime Palindrome,prime-palindrome,Medium,26.985963188915314,False,,math;number-theory,https://leetcode.com/problems/prime-palindrome/
Transpose Matrix,transpose-matrix,Easy,74.37776254874206,False,,array;matrix;simulation,https://leetcode.com/problems/transpose-matrix/
Binary Gap,binary-gap,Easy,64.68246824682468,False,,bit-manipulation,https://leetcode.com/problems/binary-gap/
Reordered Power of 2,reordered-power-of-2,Medium,62.13773321699695,False,,hash-table;math;sorting;counting;enumeration,https://leetcode.com/problems/reordered-power-of-2/
Advantage Shuffle,advantage-shuffle,Medium,53.416841037799855,False,,array;two-pointers;greedy;sorting,https://leetcode.com/problems/advantage-shuffle/
Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,Hard,40.58984615138959,False,,array;dynamic-programming;greedy;heap-priority-queue,https://leetcode.com/problems/minimum-number-of-refueling-stops/
Leaf-Similar Trees,leaf-similar-trees,Easy,70.1129913654291,False,,tree;depth-first-search;binary-tree,https://leetcode.com/problems/leaf-similar-trees/
Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,Medium,57.59342315997982,False,,array;hash-table;dynamic-programming,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/
Walking Robot Simulation,walking-robot-simulation,Medium,58.24048431764024,False,,array;hash-table;simulation,https://leetcode.com/problems/walking-robot-simulation/
Koko Eating Bananas,koko-eating-bananas,Medium,49.06989982614029,False,,array;binary-search,https://leetcode.com/problems/koko-eating-bananas/
Middle of the Linked List,middle-of-the-linked-list,Easy,80.62537863619094,False,,linked-list;two-pointers,https://leetcode.com/problems/middle-of-the-linked-list/
Stone Game,stone-game,Medium,71.62891019424755,False,,array;math;dynamic-programming;game-theory,https://leetcode.com/problems/stone-game/
Nth Magical Number,nth-magical-number,Hard,35.8455969900462,False,,math;binary-search,https://leetcode.com/problems/nth-magical-number/
Profitable Schemes,profitable-schemes,Hard,48.01625740897544,False,,array;dynamic-programming,https://leetcode.com/problems/profitable-schemes/
Decoded String at Index,decoded-string-at-index,Medium,36.659264583355686,False,,string;stack,https://leetcode.com/problems/decoded-string-at-index/
Boats to Save People,boats-to-save-people,Medium,60.357124589399035,False,,array;two-pointers;greedy;sorting,https://leetcode.com/problems/boats-to-save-people/
Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,Hard,50.808675445391174,False,,graph;heap-priority-queue;shortest-path,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/
Projection Area of 3D Shapes,projection-area-of-3d-shapes,Easy,74.18893344748344,False,,array;math;geometry;matrix,https://leetcode.com/problems/projection-area-of-3d-shapes/
Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,Easy,75.33785232149917,False,,hash-table;string;counting,https://leetcode.com/problems/uncommon-words-from-two-sentences/
Spiral Matrix III,spiral-matrix-iii,Medium,84.47084145959438,False,,array;matrix;simulation,https://leetcode.com/problems/spiral-matrix-iii/
Possible Bipartition,possible-bipartition,Medium,51.544773150089796,False,,depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/possible-bipartition/
Super Egg Drop,super-egg-drop,Hard,28.783754028464482,False,,math;binary-search;dynamic-programming,https://leetcode.com/problems/super-egg-drop/
Fair Candy Swap,fair-candy-swap,Easy,63.31136238396904,False,,array;hash-table;binary-search;sorting,https://leetcode.com/problems/fair-candy-swap/
Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,Medium,78.00052237308795,False,,array;hash-table;divide-and-conquer;tree;binary-tree,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/
Find and Replace Pattern,find-and-replace-pattern,Medium,76.82571515059784,False,,array;hash-table;string,https://leetcode.com/problems/find-and-replace-pattern/
Sum of Subsequence Widths,sum-of-subsequence-widths,Hard,39.006978165096314,False,,array;math;sorting,https://leetcode.com/problems/sum-of-subsequence-widths/
Surface Area of 3D Shapes,surface-area-of-3d-shapes,Easy,68.12120345887229,False,,array;math;geometry;matrix,https://leetcode.com/problems/surface-area-of-3d-shapes/
Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,Medium,72.827495042961,False,,array;hash-table;string;sorting,https://leetcode.com/problems/groups-of-special-equivalent-strings/
All Possible Full Binary Trees,all-possible-full-binary-trees,Medium,82.69122684662878,False,,dynamic-programming;tree;recursion;memoization;binary-tree,https://leetcode.com/problems/all-possible-full-binary-trees/
Maximum Frequency Stack,maximum-frequency-stack,Hard,66.22643497964614,False,,hash-table;stack;design;ordered-set,https://leetcode.com/problems/maximum-frequency-stack/
Monotonic Array,monotonic-array,Easy,61.712336582172824,False,,array,https://leetcode.com/problems/monotonic-array/
Increasing Order Search Tree,increasing-order-search-tree,Easy,78.6606557008954,False,,stack;tree;depth-first-search;binary-search-tree;binary-tree,https://leetcode.com/problems/increasing-order-search-tree/
Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,Medium,40.78241874627656,False,,array;dynamic-programming;bit-manipulation,https://leetcode.com/problems/bitwise-ors-of-subarrays/
Orderly Queue,orderly-queue,Hard,66.28635692455617,False,,math;string;sorting,https://leetcode.com/problems/orderly-queue/
RLE Iterator,rle-iterator,Medium,58.89070502342813,False,,array;design;counting;iterator,https://leetcode.com/problems/rle-iterator/
Online Stock Span,online-stock-span,Medium,67.4583528467251,False,,stack;design;monotonic-stack;data-stream,https://leetcode.com/problems/online-stock-span/
Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,Hard,43.378361761554274,False,,array;math;string;binary-search;dynamic-programming,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/
Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,Hard,56.79928832172766,False,,string;dynamic-programming;prefix-sum,https://leetcode.com/problems/valid-permutations-for-di-sequence/
Fruit Into Baskets,fruit-into-baskets,Medium,46.52610951210337,False,,array;hash-table;sliding-window,https://leetcode.com/problems/fruit-into-baskets/
Sort Array By Parity,sort-array-by-parity,Easy,76.3288868698779,False,,array;two-pointers;sorting,https://leetcode.com/problems/sort-array-by-parity/
Super Palindromes,super-palindromes,Hard,39.34181112969844,False,,math;string;enumeration,https://leetcode.com/problems/super-palindromes/
Sum of Subarray Minimums,sum-of-subarray-minimums,Medium,37.659250716768376,False,,array;dynamic-programming;stack;monotonic-stack,https://leetcode.com/problems/sum-of-subarray-minimums/
Smallest Range I,smallest-range-i,Easy,71.91850662117042,False,,array;math,https://leetcode.com/problems/smallest-range-i/
Snakes and Ladders,snakes-and-ladders,Medium,47.81763773144008,False,,array;breadth-first-search;matrix,https://leetcode.com/problems/snakes-and-ladders/
Smallest Range II,smallest-range-ii,Medium,37.153568486845295,False,,array;math;greedy;sorting,https://leetcode.com/problems/smallest-range-ii/
Online Election,online-election,Medium,51.873834656841254,False,,array;hash-table;binary-search;design,https://leetcode.com/problems/online-election/
Sort an Array,sort-an-array,Medium,56.613610211803255,False,,array;divide-and-conquer;sorting;heap-priority-queue;merge-sort;bucket-sort;radix-sort;counting-sort,https://leetcode.com/problems/sort-an-array/
Cat and Mouse,cat-and-mouse,Hard,33.96273510799184,False,,math;dynamic-programming;graph;topological-sort;memoization;game-theory,https://leetcode.com/problems/cat-and-mouse/
X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,Easy,29.872888051729696,False,,array;hash-table;math;counting;number-theory,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/
Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,Medium,49.05004868134733,False,,array,https://leetcode.com/problems/partition-array-into-disjoint-intervals/
Word Subsets,word-subsets,Medium,55.758903638785064,False,,array;hash-table;string,https://leetcode.com/problems/word-subsets/
Reverse Only Letters,reverse-only-letters,Easy,66.86926333040792,False,,two-pointers;string,https://leetcode.com/problems/reverse-only-letters/
Maximum Sum Circular Subarray,maximum-sum-circular-subarray,Medium,47.73975274352881,False,,array;divide-and-conquer;dynamic-programming;queue;monotonic-queue,https://leetcode.com/problems/maximum-sum-circular-subarray/
Complete Binary Tree Inserter,complete-binary-tree-inserter,Medium,64.58001602714208,False,,tree;breadth-first-search;design;binary-tree,https://leetcode.com/problems/complete-binary-tree-inserter/
Number of Music Playlists,number-of-music-playlists,Hard,59.977429527300664,False,,math;dynamic-programming;combinatorics,https://leetcode.com/problems/number-of-music-playlists/
Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,Medium,74.6715098791166,False,,string;stack;greedy,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/
Sort Array By Parity II,sort-array-by-parity-ii,Easy,71.00374993215195,False,,array;two-pointers;sorting,https://leetcode.com/problems/sort-array-by-parity-ii/
3Sum With Multiplicity,3sum-with-multiplicity,Medium,45.808719485247906,False,,array;hash-table;two-pointers;sorting;counting,https://leetcode.com/problems/3sum-with-multiplicity/
Minimize Malware Spread,minimize-malware-spread,Hard,42.45724689511672,False,,array;hash-table;depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/minimize-malware-spread/
Long Pressed Name,long-pressed-name,Easy,32.560421823697666,False,,two-pointers;string,https://leetcode.com/problems/long-pressed-name/
Flip String to Monotone Increasing,flip-string-to-monotone-increasing,Medium,61.59679312161709,False,,string;dynamic-programming,https://leetcode.com/problems/flip-string-to-monotone-increasing/
Three Equal Parts,three-equal-parts,Hard,40.70004419780975,False,,array;math,https://leetcode.com/problems/three-equal-parts/
Minimize Malware Spread II,minimize-malware-spread-ii,Hard,44.673545219295335,False,,array;hash-table;depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/minimize-malware-spread-ii/
Unique Email Addresses,unique-email-addresses,Easy,67.59249122981613,False,,array;hash-table;string,https://leetcode.com/problems/unique-email-addresses/
Binary Subarrays With Sum,binary-subarrays-with-sum,Medium,66.18547055393992,False,,array;hash-table;sliding-window;prefix-sum,https://leetcode.com/problems/binary-subarrays-with-sum/
Minimum Falling Path Sum,minimum-falling-path-sum,Medium,61.38484907139787,False,,array;dynamic-programming;matrix,https://leetcode.com/problems/minimum-falling-path-sum/
Beautiful Array,beautiful-array,Medium,67.04999012052953,False,,array;math;divide-and-conquer,https://leetcode.com/problems/beautiful-array/
Number of Recent Calls,number-of-recent-calls,Easy,77.3744389966709,False,,design;queue;data-stream,https://leetcode.com/problems/number-of-recent-calls/
Shortest Bridge,shortest-bridge,Medium,58.66585982273163,False,,array;depth-first-search;breadth-first-search;matrix,https://leetcode.com/problems/shortest-bridge/
Knight Dialer,knight-dialer,Medium,61.22881899048937,False,,dynamic-programming,https://leetcode.com/problems/knight-dialer/
Stamping The Sequence,stamping-the-sequence,Hard,61.878336611407704,False,,string;stack;greedy;queue,https://leetcode.com/problems/stamping-the-sequence/
Reorder Data in Log Files,reorder-data-in-log-files,Medium,56.767172131911096,False,,array;string;sorting,https://leetcode.com/problems/reorder-data-in-log-files/
Range Sum of BST,range-sum-of-bst,Easy,87.46133168757187,False,,tree;depth-first-search;binary-search-tree;binary-tree,https://leetcode.com/problems/range-sum-of-bst/
Minimum Area Rectangle,minimum-area-rectangle,Medium,55.01606592422375,False,,array;hash-table;math;geometry;sorting,https://leetcode.com/problems/minimum-area-rectangle/
Distinct Subsequences II,distinct-subsequences-ii,Hard,43.539619584161585,False,,string;dynamic-programming,https://leetcode.com/problems/distinct-subsequences-ii/
Valid Mountain Array,valid-mountain-array,Easy,34.34510892854082,False,,array,https://leetcode.com/problems/valid-mountain-array/
DI String Match,di-string-match,Easy,80.0672133120176,False,,array;two-pointers;string;greedy,https://leetcode.com/problems/di-string-match/
Find the Shortest Superstring,find-the-shortest-superstring,Hard,44.296437832673675,False,,array;string;dynamic-programming;bit-manipulation;bitmask,https://leetcode.com/problems/find-the-shortest-superstring/
Delete Columns to Make Sorted,delete-columns-to-make-sorted,Easy,74.76648009163736,False,,array;string,https://leetcode.com/problems/delete-columns-to-make-sorted/
Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,Medium,60.33921611417335,False,,array;greedy;sorting;counting,https://leetcode.com/problems/minimum-increment-to-make-array-unique/
Validate Stack Sequences,validate-stack-sequences,Medium,69.7012978821672,False,,array;stack;simulation,https://leetcode.com/problems/validate-stack-sequences/
